sample,sampling,name,area,Rock_age,domain,field_pH,latitude_longitude,Rock_Sample_Name,Al_coarse_fraction_percent,Al_fine_fraction_percent,As_coarse_fraction_mg_kg,As_fine_fraction_mg_kg,Ba_coarse_fraction_mg_kg,Ba_fine_fraction_mg_kg,Be_coarse_fraction_mg_kg,Be_fine_fraction_mg_kg,Ca_coarse_fraction_percent,Ca_fine_fraction_percent,Cd_coarse_fraction_mg_kg,Cd_fine_fraction_mg_kg,Co_coarse_fraction_mg_kg,Co_fine_fraction_mg_kg,Cr_coarse_fraction_mg_kg,Cr_fine_fraction_mg_kg,Cu_coarse_fraction_mg_kg,Cu_fine_fraction_mg_kg,Fe_coarse_fraction_percent,Fe_fine_fraction_percent,Hg_coarse_fraction_mg_kg,Hg_fine_fraction_mg_kg,K_coarse_fraction_percent,K_fine_fraction_percent,Mg_coarse_fraction_percent,Mg_fine_fraction_percent,Mn_coarse_fraction_mg_kg,Mn_fine_fraction_mg_kg,Mo_coarse_fraction_mg_kg,Mo_fine_fraction_mg_kg,Na_coarse_fraction_percent,Na_fine_fraction_percent,Nb_coarse_fraction_mg_kg,Nb_fine_fraction_mg_kg,Ni_coarse_fraction_mg_kg,Ni_fine_fraction_mg_kg,P_coarse_fraction_mg_kg,P_fine_fraction_mg_kg,Pb_coarse_fraction_mg_kg,Pb_fine_fraction_mg_kg,S_coarse_fraction_percent,S_fine_fraction_percent,Sb_coarse_fraction_mg_kg,Sb_fine_fraction_mg_kg,Sc_coarse_fraction_mg_kg,Sc_fine_fraction_mg_kg,Si_coarse_fraction_percent,Si_fine_fraction_percent,Sn_coarse_fraction_mg_kg,Sn_fine_fraction_mg_kg,Sr_coarse_fraction_mg_kg,Sr_fine_fraction_mg_kg,Ti_coarse_fraction_mg_kg,Ti_fine_fraction_percent,V_coarse_fraction_mg_kg,V_fine_fraction_mg_kg,W_coarse_fraction_mg_kg,W_fine_fraction_mg_kg,Y_coarse_fraction_mg_kg,Y_fine_fraction_mg_kg,Zn_coarse_fraction_mg_kg,Zn_fine_fraction_mg_kg,Zr_coarse_fraction_mg_kg,Zr_fine_fraction_mg_kg,Unnacounted_coarse_fraction_percent,Unnacounted_fine_fraction_percent,LOI_coarse_fraction_mg_kg,LOI_fine_fraction_mg_kg,Fe_S_molar_ratio_coarse_fraction,Fe_S_molar_ratio_fine_fraction
P28660_2001,1,Bact.1.1,1,old,bacteria,4.87, 65° 4.324'N  18° 34.599'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2002,1,Bact.1.2,1,old,bacteria,5.28, 65° 4.324'N  18° 34.599'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2003,1,Bact.1.3,1,old,bacteria,5.6, 65° 4.324'N  18° 34.599'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2004,1,Bact.2.1,1,old,bacteria,5.55, 65° 4.330'N  18° 34.626'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2005,1,Bact.2.2,1,old,bacteria,4.65, 65° 4.330'N  18° 34.626'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2006,1,Bact.2.3,1,old,bacteria,5.38, 65° 4.330'N  18° 34.626'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2007,1,Bact.3.1,1,old,bacteria,3.6, 65° 4.342'N  18° 34.634'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2008,1,Bact.3.2,1,old,bacteria,4.4, 65° 4.342'N  18° 34.634'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2009,1,Bact.3.3,1,old,bacteria,3.4, 65° 4.342'N  18° 34.634'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2010,1,Bact.4.1,1,old,bacteria,3.9, 65° 4.346'N  18° 34.651'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2011,1,Bact.4.2,1,old,bacteria,4.8, 65° 4.346'N  18° 34.651'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2012,1,Bact.4.3,1,old,bacteria,5.2, 65° 4.346'N  18° 34.651'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2013,1,Bact.5.1,1,old,bacteria,5.2, 65° 4.356'N  18° 34.662'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2014,1,Bact.5.2,1,old,bacteria,5.3, 65° 4.356'N  18° 34.662'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2015,1,Bact.5.3,1,old,bacteria,5.6, 65° 4.356'N  18° 34.662'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2016,1,Bact.6.1,1,old,bacteria,5.4, 65° 4.364'N  18° 34.712'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2017,1,Bact.6.2,1,old,bacteria,5.3, 65° 4.364'N  18° 34.712'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2018,1,Bact.6.3,1,old,bacteria,6.3, 65° 4.364'N  18° 34.712'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2019,1,Bact.7.1,2,mid,bacteria,5, 65° 4.136'N  18° 34.019'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2020,1,Bact.7.2,2,mid,bacteria,5, 65° 4.136'N  18° 34.019'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2021,1,Bact.7.3,2,mid,bacteria,4.6, 65° 4.136'N  18° 34.019'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2022,1,Bact.8.1,2,mid,bacteria,7.3, 65° 4.123'N  18° 34.022'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2023,1,Bact.8.2,2,mid,bacteria,7.9, 65° 4.123'N  18° 34.022'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2024,1,Bact.8.3,2,mid,bacteria,8, 65° 4.123'N  18° 34.022'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2028,1,Bact.10.1,2,mid,bacteria,4.9, 65° 4.122'N  18° 34.024'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2029,1,Bact.10.2,2,mid,bacteria,5.6, 65° 4.122'N  18° 34.024'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2030,1,Bact.10.3,2,mid,bacteria,5.2, 65° 4.122'N  18° 34.024'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2031,1,Bact.11.1,orange,stream,bacteria,4.2, 65° 4.334'N  18° 34.622'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2032,1,Bact.12.1,yellow,stream,bacteria,4.1, 65° 4.344'N  18° 34.604'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2033,1,Bact.13.1,3,young,bacteria,7.28, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2034,1,Bact.13.2,3,young,bacteria,8.29, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2035,1,Bact.13.3,3,young,bacteria,9.04, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2036,1,Bact.14.1,3,young,bacteria,9.21, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2037,1,Bact.14.2,3,young,bacteria,9.3, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2038,1,Bact.14.3,3,young,bacteria,9.2, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2039,1,Bact.15.1,3,young,bacteria,9.24, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2040,1,Bact.15.2,3,young,bacteria,8.97, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2041,1,Bact.15.3,3,young,bacteria,9.52, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2042,1,Bact.16.1,3,young,bacteria,9.48, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2043,1,Bact.16.2,3,young,bacteria,9.5, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2044,1,Bact.16.3,3,young,bacteria,9.4, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2045,1,Bact.17.1,3,young,bacteria,8.98, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2046,1,Bact.17.2,3,young,bacteria,9.14, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2047,1,Bact.17.3,3,young,bacteria,9.67, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2048,1,Arch.1.1,1,old,archaea,4.87, 65° 4.324'N  18° 34.599'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2049,1,Arch.1.2,1,old,archaea,5.28, 65° 4.324'N  18° 34.599'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2050,1,Arch.1.3,1,old,archaea,5.6, 65° 4.324'N  18° 34.599'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2051,1,Arch.2.1,1,old,archaea,5.55, 65° 4.330'N  18° 34.626'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2052,1,Arch.2.2,1,old,archaea,4.65, 65° 4.330'N  18° 34.626'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2053,1,Arch.2.3,1,old,archaea,5.38, 65° 4.330'N  18° 34.626'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2054,1,Arch.3.1,1,old,archaea,3.6, 65° 4.342'N  18° 34.634'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2055,1,Arch.3.2,1,old,archaea,4.4, 65° 4.342'N  18° 34.634'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2056,1,Arch.3.3,1,old,archaea,3.4, 65° 4.342'N  18° 34.634'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2057,1,Arch.4.1,1,old,archaea,3.9, 65° 4.346'N  18° 34.651'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2058,1,Arch.4.2,1,old,archaea,4.8, 65° 4.346'N  18° 34.651'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2059,1,Arch.4.3,1,old,archaea,5.2, 65° 4.346'N  18° 34.651'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2060,1,Arch.5.1,1,old,archaea,5.2, 65° 4.356'N  18° 34.662'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2061,1,Arch.5.2,1,old,archaea,5.3, 65° 4.356'N  18° 34.662'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2062,1,Arch.5.3,1,old,archaea,5.6, 65° 4.356'N  18° 34.662'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2063,1,Arch.6.1,1,old,archaea,5.4, 65° 4.364'N  18° 34.712'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2064,1,Arch.6.2,1,old,archaea,5.3, 65° 4.364'N  18° 34.712'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2065,1,Arch.6.3,1,old,archaea,6.3, 65° 4.364'N  18° 34.712'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2066,1,Arch.7.1,2,mid,archaea,5, 65° 4.136'N  18° 34.019'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2067,1,Arch.7.2,2,mid,archaea,5, 65° 4.136'N  18° 34.019'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2068,1,Arch.7.3,2,mid,archaea,4.6, 65° 4.136'N  18° 34.019'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2069,1,Arch.8.1,2,mid,archaea,7.3, 65° 4.123'N  18° 34.022'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2070,1,Arch.8.2,2,mid,archaea,7.9, 65° 4.123'N  18° 34.022'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2071,1,Arch.8.3,2,mid,archaea,8, 65° 4.123'N  18° 34.022'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2075,1,Arch.10.1,2,mid,archaea,4.9, 65° 4.122'N  18° 34.024'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2076,1,Arch.10.2,2,mid,archaea,5.6, 65° 4.122'N  18° 34.024'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2077,1,Arch.10.3,2,mid,archaea,5.2, 65° 4.122'N  18° 34.024'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2078,1,Arch.11.1,orange,stream,archaea,4.2, 65° 4.334'N  18° 34.622'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2079,1,Arch.12.1,yellow,stream,archaea,4.1, 65° 4.344'N  18° 34.604'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2080,1,Arch.13.1,3,young,archaea,7.28, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2081,1,Arch.13.2,3,young,archaea,8.29, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2082,1,Arch.13.3,3,young,archaea,9.04, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2083,1,Arch.14.1,3,young,archaea,9.21, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2084,1,Arch.14.2,3,young,archaea,9.3, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2085,1,Arch.14.3,3,young,archaea,9.2, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2086,1,Arch.15.1,3,young,archaea,9.24, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2087,1,Arch.15.2,3,young,archaea,8.97, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2088,1,Arch.15.3,3,young,archaea,9.52, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2089,1,Arch.16.1,3,young,archaea,9.48, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2090,1,Arch.16.2,3,young,archaea,9.5, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2091,1,Arch.16.3,3,young,archaea,9.4, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2092,1,Arch.17.1,3,young,archaea,8.98, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2093,1,Arch.17.2,3,young,archaea,9.14, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P28660_2094,1,Arch.17.3,3,young,archaea,9.67, 65° 4.298'N  18° 34.675'E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P29902_1001,2,Bact.1.1,1,old,bacteria,3.94, 65° 4.324'N  18° 34.599'E,A11,7.24,6.74,83.1,11.1,844,835,0.804,0.574,0.706,0.357,0.551,0.264,4.64,26.5,29,12,152,43,5.67,4.56,0.541,0.0908,1.44,1.43,3.38,2.99,516,406,6.46,4.08,1.56,2.81,8.57,6.79,7.69,3.36,604,402,237,27.9,0.501,2.03,3.66,0.438,13.7,14.1,30.7,33,2.15,1.61,138,93.3,3020,0.235,70,46.1,5.55,2.6,21.5,24.3,234,69.5,147,116,51.8119916,54.36666068,4.7,4.08,6.492273517,1.292229461
P29902_1002,2,Bact.1.2,1,old,bacteria,3.64, 65° 4.324'N  18° 34.599'E,A11,7.24,6.74,83.1,11.1,844,835,0.804,0.574,0.706,0.357,0.551,0.264,4.64,26.5,29,12,152,43,5.67,4.56,0.541,0.0908,1.44,1.43,3.38,2.99,516,406,6.46,4.08,1.56,2.81,8.57,6.79,7.69,3.36,604,402,237,27.9,0.501,2.03,3.66,0.438,13.7,14.1,30.7,33,2.15,1.61,138,93.3,3020,0.235,70,46.1,5.55,2.6,21.5,24.3,234,69.5,147,116,51.8119916,54.36666068,4.7,4.08,6.492273517,1.292229461
P29902_1003,2,Bact.1.3,1,old,bacteria,3.82, 65° 4.324'N  18° 34.599'E,A11,7.24,6.74,83.1,11.1,844,835,0.804,0.574,0.706,0.357,0.551,0.264,4.64,26.5,29,12,152,43,5.67,4.56,0.541,0.0908,1.44,1.43,3.38,2.99,516,406,6.46,4.08,1.56,2.81,8.57,6.79,7.69,3.36,604,402,237,27.9,0.501,2.03,3.66,0.438,13.7,14.1,30.7,33,2.15,1.61,138,93.3,3020,0.235,70,46.1,5.55,2.6,21.5,24.3,234,69.5,147,116,51.8119916,54.36666068,4.7,4.08,6.492273517,1.292229461
P29902_1004,2,Bact.2.1,1,old,bacteria,2.92, 65° 4.330'N  18° 34.626'E,A12,6.8,5.73,151,11,1320,441,0.769,0.73,0.604,1.34,0.251,0.0532,5.02,7.81,39.1,29.2,83.2,15.9,5.57,3.94,0.631,0.0818,1.53,0.839,2.93,2.01,420,417,7.72,3.99,1.19,1.11,7.73,4.55,8.46,5.12,703,517,278,18,0.402,0.193,7.99,0.905,14.7,12.4,31.6,35.5,2.46,1.86,117,148,3120,0.314,68.7,95.4,9.69,2.09,20.8,13.5,136,29.6,133,82.6,51.2915221,51.161779,4.59,1.74,7.94841652,11.74382974
P29902_1005,2,Bact.2.2,1,old,bacteria,4.13, 65° 4.330'N  18° 34.626'E,A12,6.8,5.73,151,11,1320,441,0.769,0.73,0.604,1.34,0.251,0.0532,5.02,7.81,39.1,29.2,83.2,15.9,5.57,3.94,0.631,0.0818,1.53,0.839,2.93,2.01,420,417,7.72,3.99,1.19,1.11,7.73,4.55,8.46,5.12,703,517,278,18,0.402,0.193,7.99,0.905,14.7,12.4,31.6,35.5,2.46,1.86,117,148,3120,0.314,68.7,95.4,9.69,2.09,20.8,13.5,136,29.6,133,82.6,51.2915221,51.161779,4.59,1.74,7.94841652,11.74382974
P29902_1006,2,Bact.2.3,1,old,bacteria,3.77, 65° 4.330'N  18° 34.626'E,A12,6.8,5.73,151,11,1320,441,0.769,0.73,0.604,1.34,0.251,0.0532,5.02,7.81,39.1,29.2,83.2,15.9,5.57,3.94,0.631,0.0818,1.53,0.839,2.93,2.01,420,417,7.72,3.99,1.19,1.11,7.73,4.55,8.46,5.12,703,517,278,18,0.402,0.193,7.99,0.905,14.7,12.4,31.6,35.5,2.46,1.86,117,148,3120,0.314,68.7,95.4,9.69,2.09,20.8,13.5,136,29.6,133,82.6,51.2915221,51.161779,4.59,1.74,7.94841652,11.74382974
P29902_1007,2,Bact.3.1,1,old,bacteria,2.72, 65° 4.342'N  18° 34.634'E,A13,1.55,1.02,619,520,36.8,22,0.963,0.641,0.0745,0.025,1.19,0.829,1.5,1.5,5,43.2,453,325,35.6,35.9,0.175,0.159,0.105,0.0528,0.14,0.0561,31.6,22.3,1.54,1.48,0.0533,0.0287,0.5,0.5,1,2.12,728,494,289,195,3.68,3.79,23.9,23.2,4.13,2.69,1.86,0.982,0.313,0.627,4.86,1.5,5,0.0005,9.37,16.4,0.5,0.5,6.82,5,244,147,12.4,12.8,43.3108561,42.0389446,28.4,28.2,5.549497429,5.449116237
